Survived,Pclass,Age,SibSp,Parch,Fare_log,age_Pclass_median,fare_Pclass_median,age_Pclass_std,fare_Pclass_std,SibSp_count,Parch_count,fare_median_diff,Distance to Lifeboat,Ticket_Count,Sex_male,Embarked_Q,Embarked_S,Side of ship_Left Center,Side of ship_NaN,Side of ship_Right,Side of ship_Right Center,Ship Location_Front,Ship Location_Mid,Ship Location_NaN
0,3,45.0,1,4,3.3638415951183864,24.0,8.05,10.632997372069037,11.7239905502752,491,491,19.849999999999998,-1,6,0,0,1,0,1,0,0,0,0,1
0,1,24.0,0,0,3.2930552230424524,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-36.054199999999994,5,1,1,0,1,0,0,0,1,0,1,0
0,3,28.0,0,0,4.05171190165724,24.0,8.05,10.632997372069037,11.7239905502752,491,491,48.445800000000006,4,7,1,0,1,0,0,0,0,1,0,0
0,1,61.0,0,0,3.5409593240373143,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-28.4792,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,4.0,4,1,3.405355391810819,24.0,8.05,10.632997372069037,11.7239905502752,491,491,21.075,-1,5,1,1,0,0,1,0,0,0,0,1
1,3,1.0,1,1,2.495953738718064,24.0,8.05,10.632997372069037,11.7239905502752,491,491,3.0832999999999995,-1,3,0,0,1,0,1,0,0,0,0,1
0,3,21.0,0,0,2.188856327665703,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.1250000000000009,6,1,1,0,1,1,0,0,0,0,1,0
0,1,56.0,0,0,3.4561841799918147,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-31.2834,5,1,1,0,0,0,0,1,0,0,0,0
0,3,18.0,1,1,2.180891922715322,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.19580000000000108,5,1,1,0,1,0,0,1,0,0,0,0
0,3,24.0,3,1,3.275887339030031,24.0,8.05,10.632997372069037,11.7239905502752,491,491,17.4167,5,4,1,0,1,0,0,1,0,0,0,0
0,1,50.0,0,0,3.391567832686312,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-33.2667,5,1,0,0,0,0,0,1,0,0,0,0
0,2,30.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,5,1,1,0,1,0,0,1,0,0,0,0
0,3,36.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,5,4,1,0,1,0,0,1,0,0,0,0
0,3,24.0,8,2,4.256321678298823,24.0,8.05,10.632997372069037,11.7239905502752,491,491,61.5,5,7,0,0,1,0,0,1,0,0,0,0
0,2,24.0,0,0,2.775708849576025,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,0.02710000000000079,5,1,1,0,0,0,0,1,0,0,0,0
0,3,9.0,4,2,3.4777725458882283,24.0,8.05,10.632997372069037,11.7239905502752,491,491,23.3375,5,4,1,0,1,0,0,1,0,0,0,0
1,2,1.0,2,1,3.6888794541139363,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,23.9771,-1,2,1,0,1,0,1,0,0,0,0,1
1,3,4.0,0,2,3.1365805821413706,24.0,8.05,10.632997372069037,11.7239905502752,491,491,13.974999999999998,-1,1,0,0,1,0,1,0,0,0,0,1
0,1,24.0,0,0,3.9318256327243257,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-11.979199999999999,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,24.0,1,0,2.803360380906535,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.449999999999999,-1,2,0,1,0,0,1,0,0,0,0,1
1,1,45.0,0,0,3.3160025355989236,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.429199999999994,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,40.0,1,1,2.803360380906535,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.449999999999999,-1,2,1,1,0,0,1,0,0,0,0,1
0,3,36.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,32.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,4,1,0,0,1,0,0,0,1,1,0,0
0,2,19.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,3,1,1,0,1,0,0,0,1,0,0,0
1,3,19.0,1,0,2.180891922715322,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.19580000000000108,-1,1,0,0,1,0,1,0,0,0,0,1
1,2,3.0,1,1,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,2,3,1,0,1,0,0,0,0,0,0,0
1,1,44.0,0,0,3.357621598945279,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-34.258399999999995,-1,1,0,0,0,0,1,0,0,0,0,1
1,1,58.0,0,0,4.993969182787072,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,84.54160000000002,-1,2,0,0,0,0,1,0,0,0,0,1
0,3,24.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,1,1,0,0,1,0,0,0,0,1
0,3,42.0,0,1,2.2411563979973974,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.35419999999999874,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,24.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,0,1,0,0,1,0,0,0,0,1
0,2,24.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,0,0,1,0,1,0,0,0,0,1
0,3,28.0,0,0,2.3513752571634776,24.0,8.05,10.632997372069037,11.7239905502752,491,491,1.4499999999999993,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,24.0,8,2,4.256321678298823,24.0,8.05,10.632997372069037,11.7239905502752,491,491,61.5,-1,7,1,0,1,0,1,0,0,0,0,1
0,3,34.0,0,0,2.0143428636837015,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-1.5542000000000007,6,1,1,0,1,1,0,0,0,1,0,0
0,3,45.5,0,0,2.1071782966514356,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8250000000000011,-1,1,1,0,0,0,1,0,0,0,0,1
1,3,18.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,2.0,0,1,2.4390808375825834,24.0,8.05,10.632997372069037,11.7239905502752,491,491,2.4124999999999996,3,2,0,0,1,1,0,0,0,1,0,0
0,3,32.0,1,0,2.8243506567983707,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.799999999999999,-1,2,1,0,1,0,1,0,0,0,0,1
1,3,26.0,0,0,2.9850504252071306,24.0,8.05,10.632997372069037,11.7239905502752,491,491,10.7375,-1,2,1,0,0,0,1,0,0,0,0,1
1,3,16.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,0,1,0,0,1,0,0,0,0,1
1,1,40.0,0,0,3.4657359027997265,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-30.9792,-1,1,1,0,0,0,1,0,0,0,0,1
0,3,24.0,0,0,2.0856720914304723,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-1.0000000000000009,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,35.0,0,0,3.091042453358316,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,5.9771,-1,1,0,0,1,0,1,0,0,0,0,1
0,3,22.0,0,0,2.1102132003465894,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8000000000000007,-1,1,1,0,1,0,1,0,0,0,0,1
0,2,30.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,24.0,1,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,1,1,0,0,1,0,0,0,0,1
1,1,31.0,1,0,4.738607824217808,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,51.29580000000001,-1,3,0,0,0,0,1,0,0,0,0,1
1,3,27.0,0,0,2.188856327665703,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.1250000000000009,-1,1,0,0,1,0,1,0,0,0,0,1
0,2,42.0,1,0,3.332204510175204,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,11.9771,-1,2,1,0,1,0,1,0,0,0,0,1
1,1,32.0,0,0,4.347586575960343,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,14.312500000000007,-1,1,0,0,0,0,1,0,0,0,0,1
0,2,30.0,0,0,2.4423470353692043,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-4.5229,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,16.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,5,1,1,0,1,0,0,1,0,1,0,0
0,2,27.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,51.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,38.0,1,0,4.51085950651685,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,28.0208,2,2,1,0,1,0,0,1,0,1,0,0
0,3,22.0,0,0,2.336986519711378,24.0,8.05,10.632997372069037,11.7239905502752,491,491,1.299999999999999,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,19.0,0,0,2.4423470353692043,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-4.5229,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,20.5,0,0,2.1102132003465894,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8000000000000007,-1,1,1,0,1,0,1,0,0,0,0,1
0,2,18.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,1,1,1,0,1,0,0,1,0,1,0,0
0,3,24.0,3,1,3.275887339030031,24.0,8.05,10.632997372069037,11.7239905502752,491,491,17.4167,-1,4,0,0,1,0,1,0,0,0,0,1
1,1,35.0,1,0,4.436455632600354,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,21.495799999999996,-1,2,0,0,1,0,1,0,0,0,0,1
0,3,29.0,0,0,2.1719067693519296,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.27500000000000036,3,1,1,0,1,0,0,0,1,1,0,0
0,2,59.0,0,0,2.6741486494265287,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-1.5229,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,5.0,4,2,3.4777725458882283,24.0,8.05,10.632997372069037,11.7239905502752,491,491,23.3375,-1,4,0,0,1,0,1,0,0,0,0,1
0,2,24.0,0,0,2.4423470353692043,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-4.5229,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.145931282948669,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.5000000000000009,-1,1,0,0,1,0,1,0,0,0,0,1
0,2,44.0,1,0,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,8.0,0,2,3.305053521109253,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,11.2271,6,3,0,0,1,1,0,0,0,1,0,0
0,2,19.0,0,0,2.4423470353692043,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-4.5229,-1,1,1,0,1,0,1,0,0,0,0,1
0,2,33.0,0,0,2.5858825671280026,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.7478999999999996,1,1,1,0,1,0,0,0,0,1,0,0
0,3,24.0,1,0,2.737880811060884,24.0,8.05,10.632997372069037,11.7239905502752,491,491,6.4041999999999994,-1,2,0,0,0,0,1,0,0,0,0,1
1,3,24.0,1,0,2.803360380906535,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.449999999999999,-1,2,0,1,0,0,1,0,0,0,0,1
0,2,29.0,0,0,2.4423470353692043,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-4.5229,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,22.0,0,0,2.094945728215801,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.9250000000000007,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,30.0,0,0,2.1071782966514356,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8250000000000011,-1,1,1,0,0,0,1,0,0,0,0,1
0,1,44.0,2,0,4.51085950651685,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,28.0208,-1,2,1,1,0,0,1,0,0,0,0,1
0,3,25.0,0,0,2.1719067693519296,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.27500000000000036,-1,1,0,0,1,0,1,0,0,0,0,1
1,2,24.0,0,2,2.740840023925201,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-0.5228999999999999,6,2,0,0,1,1,0,0,0,1,0,0
1,1,37.0,1,1,3.9806942251907276,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-9.424999999999997,2,2,1,0,1,1,0,0,0,1,0,0
0,2,54.0,1,0,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,2,2,1,0,1,0,0,0,0,0,0,0
0,3,24.0,0,0,2.1102132003465894,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8000000000000007,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,29.0,1,1,2.4390808375825834,24.0,8.05,10.632997372069037,11.7239905502752,491,491,2.4124999999999996,-1,2,0,0,1,0,1,0,0,0,0,1
0,1,62.0,0,0,3.3160025355989236,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.429199999999994,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,30.0,1,0,2.8390784635086144,24.0,8.05,10.632997372069037,11.7239905502752,491,491,8.05,-1,2,1,0,1,0,1,0,0,0,0,1
0,3,41.0,0,2,3.0545906305603445,24.0,8.05,10.632997372069037,11.7239905502752,491,491,12.162499999999998,-1,2,0,0,1,0,1,0,0,0,0,1
1,3,29.0,0,2,2.7878344138303452,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.195799999999998,-1,1,0,0,0,0,1,0,0,0,0,1
1,1,24.0,0,0,4.384523514872469,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,17.220800000000004,-1,1,0,0,0,0,1,0,0,0,0,1
1,1,30.0,0,0,4.471638793363569,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,24.5208,-1,3,0,0,1,0,1,0,0,0,0,1
1,1,35.0,0,0,6.240917354759096,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,450.35,-1,3,0,0,0,0,1,0,0,0,0,1
1,2,50.0,0,1,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,7,2,0,0,1,1,0,0,0,1,0,0
0,3,24.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,1,1,0,0,1,0,0,0,0,1
1,3,3.0,4,2,3.4777725458882283,24.0,8.05,10.632997372069037,11.7239905502752,491,491,23.3375,-1,4,1,0,1,0,1,0,0,0,0,1
0,1,52.0,1,1,4.390118804571218,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,17.670800000000007,-1,3,1,0,1,0,1,0,0,0,0,1
0,1,40.0,0,0,4.142804513146981,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,0.0,1,1,1,0,1,0,0,1,0,1,0,0
0,3,24.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,0,1,0,0,1,0,0,0,0,1
0,2,36.0,0,0,2.4423470353692043,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-4.5229,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,16.0,4,1,3.705920919968788,24.0,8.05,10.632997372069037,11.7239905502752,491,491,31.6375,-1,6,1,0,1,0,1,0,0,0,0,1
1,3,25.0,1,0,2.1719067693519296,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.27500000000000036,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,58.0,0,1,5.039951348430309,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,91.48330000000001,-1,3,0,0,1,0,1,0,0,0,0,1
1,1,35.0,0,0,4.91730069488021,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,73.6541,4,3,0,0,1,0,0,0,0,0,1,0
0,1,24.0,0,0,3.4657359027997265,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-30.9792,-1,2,1,0,1,0,1,0,0,0,0,1
1,3,25.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,4,1,0,1,0,1,0,0,0,0,1
1,2,41.0,0,1,3.0204248861443626,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,4.4771,4,2,0,0,1,0,0,1,0,1,0,0
0,1,37.0,0,1,3.4242626545931514,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-32.2792,-1,1,1,0,0,0,1,0,0,0,0,1
1,3,24.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,0,1,0,0,1,0,0,0,0,1
1,1,63.0,1,0,4.368919865004903,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,15.979099999999995,-1,3,0,0,1,0,1,0,0,0,0,1
0,3,45.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,0,0,1,0,1,0,0,0,0,1
0,2,24.0,0,0,2.774018948977746,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,0.0,-1,3,1,0,1,0,1,0,0,0,0,1
0,3,7.0,4,1,3.405355391810819,24.0,8.05,10.632997372069037,11.7239905502752,491,491,21.075,3,5,1,1,0,0,0,1,0,0,0,0
1,3,35.0,1,1,3.056356895370426,24.0,8.05,10.632997372069037,11.7239905502752,491,491,12.2,-1,2,0,0,1,0,1,0,0,0,0,1
0,3,65.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,1,1,0,0,1,0,0,0,0,1
0,3,28.0,0,0,2.180891922715322,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.19580000000000108,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,16.0,0,0,2.3513752571634776,24.0,8.05,10.632997372069037,11.7239905502752,491,491,1.4499999999999993,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,19.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
0,1,24.0,0,0,3.295836866004329,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.9792,3,1,1,0,1,0,0,1,0,0,0,0
0,3,33.0,0,0,2.2682524139135403,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.6124999999999989,-1,1,1,0,0,0,1,0,0,0,0,1
1,3,30.0,0,0,2.3513752571634776,24.0,8.05,10.632997372069037,11.7239905502752,491,491,1.4499999999999993,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,22.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,42.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,22.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,0,1,0,0,1,0,0,0,0,1
1,1,26.0,0,0,4.380149874661021,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,16.870799999999996,-1,2,0,0,1,0,1,0,0,0,0,1
1,1,19.0,1,0,4.5226490762785785,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,29.1,-1,2,0,0,0,0,1,0,0,0,0,1
0,2,36.0,0,0,2.630088659632498,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.1479,-1,1,1,0,0,0,1,0,0,0,0,1
0,3,24.0,0,0,2.2874714551839976,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.7999999999999989,-1,1,0,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,1,0,1,0,0,0,0,1
0,1,24.0,0,0,3.357621598945279,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-34.258399999999995,-1,1,1,0,0,0,1,0,0,0,0,1
0,3,23.5,0,0,2.1076888046179385,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8208000000000011,-1,1,1,0,0,0,1,0,0,0,0,1
0,1,2.0,1,2,5.027492411162679,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,89.57080000000002,-1,4,0,0,1,0,1,0,0,0,0,1
1,1,24.0,0,0,3.449987545831587,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-31.4792,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,50.0,0,1,5.515526544247129,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,185.54160000000002,3,2,0,0,0,0,0,0,0,0,0,0
1,3,24.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,0,1,0,0,1,0,0,0,0,1
1,3,24.0,2,0,3.188416617383492,24.0,8.05,10.632997372069037,11.7239905502752,491,491,15.2,-1,2,1,1,0,0,1,0,0,0,0,1
0,3,19.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,4,4,1,0,1,0,0,1,0,0,1,0
1,2,24.0,0,0,2.5915163848462583,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.6729000000000003,-1,1,0,1,0,0,1,0,0,0,0,1
0,3,24.0,0,0,2.2027647577118348,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.0,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,0.92,1,2,5.027492411162679,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,89.57080000000002,7,4,1,0,1,1,0,0,0,1,0,0
1,1,24.0,0,0,4.717456363787216,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,48.90410000000001,3,4,0,0,0,0,0,1,0,0,0,0
1,1,17.0,1,0,4.699570861409576,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,46.92080000000001,-1,2,0,0,0,0,1,0,0,0,0,1
0,2,30.0,1,0,3.2188758248682006,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,8.9771,-1,2,1,0,0,0,1,0,0,0,0,1
1,1,30.0,0,0,4.0592215752427645,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-5.049999999999997,-1,2,0,0,0,0,1,0,0,0,0,1
1,1,24.0,0,0,4.432699549165613,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,21.1791,-1,2,0,0,0,0,1,0,0,0,0,1
1,1,18.0,2,2,5.5735788721243535,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,200.3958,2,2,0,0,0,0,0,1,0,0,0,0
0,2,26.0,1,1,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,-1,1,0,0,1,0,1,0,0,0,0,1
0,3,28.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,1,0,1,0,0,0,0,1
0,2,43.0,1,1,3.305053521109253,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,11.2271,-1,3,1,0,1,0,1,0,0,0,0,1
1,3,26.0,0,0,2.180891922715322,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.19580000000000108,-1,1,0,0,1,0,1,0,0,0,0,1
1,2,24.0,1,0,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,5,2,0,0,1,0,0,1,0,0,1,0
0,2,54.0,0,0,2.70805020110221,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-1.0229,2,1,1,0,1,0,0,0,0,0,0,0
1,1,31.0,0,2,5.11118445372147,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,102.88750000000002,-1,2,0,0,1,0,1,0,0,0,0,1
1,1,40.0,1,1,4.908971640319756,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,72.52080000000001,-1,2,0,0,0,0,1,0,0,0,0,1
0,3,22.0,0,0,2.1102132003465894,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8000000000000007,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,27.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,30.0,0,0,2.5915163848462583,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.6729000000000003,3,1,0,1,0,0,0,0,1,0,0,0
1,2,22.0,1,1,3.4011973816621555,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,13.9771,3,2,0,0,1,0,0,0,1,0,1,0
0,3,24.0,8,2,4.256321678298823,24.0,8.05,10.632997372069037,11.7239905502752,491,491,61.5,-1,7,1,0,1,0,1,0,0,0,0,1
1,1,36.0,0,0,4.91730069488021,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,73.6541,-1,3,0,0,0,0,1,0,0,0,0,1
0,3,61.0,0,0,1.9792758428991135,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-1.8125000000000009,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,36.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,3,1,0,0,1,0,0,0,0,0,1,0
1,3,31.0,1,1,3.0692150503137943,24.0,8.05,10.632997372069037,11.7239905502752,491,491,12.474999999999998,-1,3,0,0,1,0,1,0,0,0,0,1
1,1,16.0,0,1,4.077184839375167,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-4.0,4,2,0,0,0,0,0,1,0,1,0,0
1,3,24.0,2,0,3.188416617383492,24.0,8.05,10.632997372069037,11.7239905502752,491,491,15.2,-1,2,0,1,0,0,1,0,0,0,0,1
0,1,45.5,0,0,3.3843902633457743,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-33.4792,-1,1,1,0,1,0,1,0,0,0,0,1
0,1,38.0,0,1,5.039951348430309,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,91.48330000000001,-1,3,1,0,1,0,1,0,0,0,0,1
0,3,16.0,2,0,2.9444389791664403,24.0,8.05,10.632997372069037,11.7239905502752,491,491,9.95,-1,2,1,0,1,0,1,0,0,0,0,1
1,1,24.0,1,0,4.902678819257608,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,71.67080000000001,-1,2,0,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,1,0,1,0,0,0,0,1
0,1,29.0,1,0,4.213607983048918,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,4.620799999999996,-1,2,1,0,1,0,1,0,0,0,0,1
